Id,Word,Pinyin,English,Book,Lesson,Dialog,NW,PN,OofC,Alternates,Grammar Reference,2019-06-16,Song Lyrics,Song YouTube,Song Pinyin,Song Translation,Example Pinyin,Example,Translation,Instagram Image Created
2696,赞成,zànchéng ,"to agree with, to approve of",5,31,1,12,,,,,,,,,,wǒ gēnběn jiù bùzànchéng nǐ de zhǔzhāng,我根本就不赞成你的主张。,I don't agree with you at all.,
2697,请愿书,qǐngyuànshū ,petition,5,31,1,13,,Outside HSK,,,,,,,,,,,
2698,恋爱,liàn'ài ,(romantic) love,5,31,1,14,,,,,,,,,,tāmen liàn'ài nàshí guójiā zhèng jìnxíng zhe zhànzhēng,他们恋爱那时，国家正进行着战争。,"When they fell in love, the country was at war.",Yes
2699,迫切,pòqiè ,"urgent, pressing, easer",5,31,1,15,,,,,,,,,,tā pòqiè xūyào zhǎodào gōngzuò,他迫切需要找到工作。,He was desperate for work.,
2700,犹豫,yóuyù ,hesitant,5,31,1,16,,,,,,,,,,tā yóuyù le yīhuìr,他犹豫了一会儿。,He hesitated for a few moments.,
2701,冷淡,lěngdàn ,"cold, indifferent",5,31,1,17,,,,,,,,,,tā duì zhàngfu lěngdàn,她对丈夫冷淡。,She is cold to (=towards) her husband.,
2702,无所谓,wúsuǒwèi ,"to not care, to not mind, to not take seriously",5,31,1,18,,,,,,,,,,wǒ duì yīzhuó wúsuǒwèi,我对衣着无所谓。,I'm not fussed about clothes,
2703,值班,zhíbān ,to be on duty or shift,5,31,1,19,,HSK 6,,,,,,,,,,,
2704,报告,bàogào ,report,5,31,1,20,,,,,,,,,,zài tǎolùn hòu nà bàogào dé dàoliǎo fābiǎo,在讨论后那报告得到了发表。,"After discussion, the report was published.",Yes
2705,八成儿,bāchéngr ,"most probably, most likely; eighty percent",5,31,1,21,,Outside HSK,,,,,,,,,,,
2706,模糊,móhu ,"blurred, indistinct, vague",5,31,1,22,,,,,,这视线被泪水模糊焦点,https://youtu.be/TCHIjWQQpc0?t=119,zhè shìxiàn bèi lèishuǐ móhu jiāodiǎn ,This line of sight was blurred by tears.,wù shǐ jǐngsè móhu,雾使景色模糊。,Mists blurred the views.,
2707,狡猾,jiǎohuá ,"crafty, tricky",5,31,1,23,,,,,,,,,,rénmen xiāngxìn húli shífēn jiǎohuá,人们相信狐狸十分狡猾。,The fox is believed to have a great deal of cunning.,
2708,了不起,liǎobuqǐ ,"great, amazing",5,31,1,24,,,,,,,,,,zhè shì yīzhǒng liǎobuqǐ de yīngyǒng xíngwéi,这是一种了不起的英勇行为。,This is an act of great heroism.,
2709,身段,shēnduàn ,"posture, manner, attitude",5,31,1,25,,Outside HSK,,,,,,,,,,,
2710,缩短,suōduǎn ,to shorten,5,31,1,26,,,,,,,,,,wǒ xiǎng suōduǎn zū qī,我想缩短租期。,I want to shorten the lease.,
2711,看不起,kànbuqǐ ,"to look down upon, to despise",5,31,1,27,,,,,,,,,,wǒ kànbuqǐ nàxiē zǒngshì yīlài biéren de rén,我看不起那些总是依赖别人的人。,I look down upon those who always rely on others.,
2712,谦虚,qiānxū ,modest,5,31,1,28,,,,,,,,,,tā duì zìjǐ de chéngjiù hěn qiānxū,她对自己的成就很谦虚。,She' s very modest about her success.,
2713,实践,shíjiàn ,put into practice,5,31,1,29,,,,,,,,,,yǒngyú shíjiàn dàdǎn chuàngxīn,勇于实践，大胆创新。,Be bold in putting things into practice and blazing new trails.,
2714,推辞,tuīcí,to decline politely,5,31,扩展,1,,,,,,,,,,jiègù tuīcí,借故推辞,To decline under any pretext,
2715,议论,yìlùn,discussion,5,31,扩展,2,,,,,,,,,,tā rènwéi nàyàng shì chūfēngtou huì zhāolái biéren de yìlùn,他认为那样是出风头，会招来别人的议论。,He felt that it made them conspicuous and gave people a chance to talk about them.,
2716,转告,zhuǎngào,to pass on a message,5,31,扩展,3,,,,,,,,,,wǒ lìkè jiāng zhège xīn xiāoxi zhuǎngào zǒngtǒng,我立刻将这个新消息转告总统。,I at once passed this new information to the President.,
2717,祝福,zhùfú,to bless,5,31,扩展,4,,,,,,,,,,wéi wǒ jiāxiāng zhùfú ba,为我家乡祝福吧！,bless my homeland forever!,
2718,握手,wòshǒu,to shake hands,5,31,扩展,6,,,,,,,,,,xǔduō rén jǐ xiàngqián hé tā wòshǒu,许多人挤向前和他握手。,Many people pressed forward to shake hands with him.,
2719,看望,kànwàng,to visit (in hospital),5,31,扩展,7,,,,,,,,,,wǒmen kěnéng qù kànwàng zhù zài nóngchǎng shàng de yéye,我们可能去看望住在农场上的爷爷。,Maybe we'll visit my granddad at the farm.,
2720,问候,wènhòu,to greet,5,31,扩展,8,,,,,,,,,,zuìhòu tā zǒu dào hòutái xiàng tā wènhòu,最后他走到后台向她问候。,He finally went about and asked how she was getting along.,
2721,恭喜,gōngxǐ,to congratulate,5,31,扩展,10,,,,,,,,,,gōngxǐ nǐ dìnghūn,恭喜你订婚！,Congratulations on your engagement!,
2722,宣布,xuānbù,to announce,5,31,扩展,11,,,,,,,,,,dāngzhòng xuānbù,当众宣布,To announce publicly,
2723,信任,xìnrèn,to trust,5,31,扩展,12,,,,,,,,,,tā bù xìnrèn zìjǐ de fùqīn,他不信任自己的父亲。,He distrusts his father.,Yes
2724,配合,pèihé,to cooperate,5,31,扩展,13,,,,,,,,,,zhè fú chātú yǔ nèiróng pèihé dehěn qiǎomiào,这幅插图与内容配合得很巧妙。,This illustration is cleverly tied in with the content.,
2725,当心,dāngxīn,to watch out,5,31,扩展,14,,,,,,,,,,nǐ shuōhuà zuòshì dōu yào dāngxīn,你说话做事都要当心。,Be careful what you say and do.,Yes
2726,消失,xiāoshī ,"to disappear, to vanish",5,32,1,1,,,,,,,,,,tā xiāoshī zài lìngyī gè shāngǔ lǐ le,他消失在另一个山谷里了。,He disappeared in the next hollow.,
2727,洪水,hóngshuǐ ,flood,5,32,1,2,,HSK 6,,,,,,,,,,,
2728,地震,dìzhèn ,earthquake,5,32,1,3,,,,,,,,,,qùnián wǒmen zhèlǐ fāshēng le kěpà de dìzhèn,去年我们这里发生了可怕的地震。,We had an awful earthquake here last year.,
2729,破坏,pòhuài ,"to destroy, to damage",5,32,1,4,,,,,,,,,,pòhuài jiù shìjiè jiànshè xīn shìjiè,破坏旧世界，建设新世界。,Destroy the old world and build a new one.,
2730,砍,kǎn ,"to cut, to chop, to fell",5,32,1,5,,,,,,,,,,yǒu qī kē shù gěi kǎn dǎo le,有七棵树给砍倒了。,Seven trees have been cut down.,
2731,生存,shēngcún ,"to live, to subsist",5,32,1,6,,HSK 6,,,,,,,,,,,
2732,沙漠,shāmò ,desert,5,32,1,7,,,,,,,,,,tā rěnshòu bùzhù shāmò de kùrè,他忍受不住沙漠的酷热。,He could not tolerate the extremes of heat in the desert.,
2733,公布,gōngbù ,"to announce, to make public",5,32,1,8,,,,,,,,,,nǐ bìxū gǎnkuài gōngbù nǐ de jiéguǒ,你必须赶快公布你的结果。,You must hasten and publish your result.,
2734,数据,shùjù ,data,5,32,1,9,,,,,,,,,,tā gēnjù zhèxiē shùjù déchū le zìjǐ de jiélùn,他根据这些数据得出了自己的结论。,He drew his conclusion with the support of the data.,
2735,真实,zhēnshí ,"real, actual",5,32,1,10,,,,,,,,,,wǒ huáiyí tā de gùshi shìfǒu zhēnshí,我怀疑他的故事是否真实。,I question the truth of his story.,
2736,夸张,kuāzhāng ,exaggerated,5,32,1,11,,,,,,,,,,tā jiǎng de qíngkuàng yǒudiǎn kuāzhāng,他讲的情况有点夸张。,There was a smack of exaggeration in his story.,
2737,资源,zīyuán ,resource,5,32,1,12,,,,,,,,,,shuǐ shì yīzhǒng bùnéng zàishēng de zīyuán,水是一种不能再生的资源。,Water is an essentially nonrenewable resource.,
2738,车祸,chēhuò ,traffic accident,5,32,1,13,,Outside HSK,,,,,,,,,,,
2739,不安,bù'ān ,"upset, disturbed",5,32,1,14,,,,,,,,,,tā yīn bùnàifán ér fánzào bù'ān,他因不耐烦而烦躁不安。,He was fretting with impatience.,
2740,工业,gōngyè ,industry,5,32,1,15,,,,,,,,,,Měiguó diànzǐgōngyè,美国电子工业,the American electronics industry,
2741,农业,nóngyè ,agriculture,5,32,1,16,,,,,,,,,,jīxièhuà wéi nóngyè de jìshù gōngzhǒng kāipì le dàolù,机械化为农业的技术工种开辟了道路。,Mechanization opens the way for skilled jobs in agriculture.,
2742,生产,shēngchǎn ,"to produce, to manufacture",5,32,1,17,,,,,,,,,,shíyóu kě yòngyú shēngchǎn duōzhǒng huàxué chǎnpǐn,石油可用于生产多种化学产品。,Petroleum can be used to produce various chemical products.,
2743,大型,dàxíng ,large-scale,5,32,1,18,,,,,,,,,,dàxíng diànzǐ xìtǒng,大型电子系统,large-scale electronic system,
2744,工厂,gōngchǎng ,factory,5,32,1,19,,,,,,,,,,lǐng rén cānguān gōngchǎng,领人参观工厂,conduct sb. over a factory,
2745,废,fèi ,"waste, useless",5,32,1,20,,,,,,,,,,fèi jīnshǔ,废金属,metallic scrap,
2746,燃烧,ránshāo ,"to burn, to combust",5,32,1,21,,,,,,,,,,shì shénme shǐ huǒ ránshāo,是什么使火燃烧？,What makes the fire burn?,
2747,煤炭,méitàn ,coal,5,32,1,22,,,,,,,,,,méitàn kāicǎi yè,煤炭开采业,coal and mining industry,
2748,密切,mìqiè ,"close, intimate",5,32,1,23,,,,,,,,,,tāmen de guānxi sìhū shífēn mìqiè,他们的关系似乎十分密切。,Their relation seemed quite close.,
2749,尾气,wěiqì ,"exhaust gas, vehicle emission",5,32,1,24,,Outside HSK,,,,,,,,,,,
2750,幸运,xìngyùn ,"lucky, fortunate",5,32,1,25,,,,,,,,,,yī jiàn xìngyùn de shì,一件幸运的事,a lucky circumstance,
2751,敏感,mǐngǎn ,"sensitive, susceptible",5,32,1,26,,,,,,,,,,tā zài zhè fāngmiàn fēicháng mǐngǎn,他在这方面非常敏感。,"He is very sensitive in this regard, ie concerning this.",
2752,自觉,zìjué ,"conscious, on one’s own initiative",5,32,1,27,,,,,,,,,,tā bùzìjué dì táiqǐ shǒu lái mō mō huābái de húzi,他不自觉地抬起手来摸摸花白的胡子。,Unconsciously he put up his hand to his grizzled beard.,
2753,设施,shèshī ,"facilities, installation",5,32,1,28,,,,,,,,,,Niǔyuē shāngyè shèshī qíquán,纽约商业设施齐全。,New York has good shopping.,
2754,能源,néngyuán ,energy resource,5,32,1,29,,,,,,,,,,kězàishēng néngyuán yǐ fāzhǎn chéngshú,可再生能源已发展成熟。,Renewable energy has come of age.,
2755,逐步,zhúbù ,"gradually, step by step",5,32,1,30,,,,,,,,,,gōngzuò zhèngzài zhúbù kāizhǎn,工作正在逐步开展。,Our work is progressing gradually.,
2756,尽量,jǐnliàng ,"to the best of one's abilities, to the greatest extent",5,32,1,31,,,,,,,,,,nǐ bìxū jǐnliàng lìyòng jīhuì,你必须尽量利用机会。,You must make the best use of opportunities.,Yes
2757,私人,sīrén ,private,5,32,1,32,,,,,,,,,,tā gěi wǒ yī fēng jiǎnyào de sīrén hánjiàn,他给我一封简要的私人函件。,He sent me a laconic private message.,
2758,尊敬,zūnjìng ,"to respect, to esteem",5,32,1,33,,,,,,,,,,xuésheng zūnjìng zhèwèi lǎo jiàoshòu,学生尊敬这位老教授。,The students respect the old professor.,Yes
2759,鼓舞,gǔwǔ ,"to encourage, to inspire",5,32,1,34,,,,,,,,,,xì de chénggōng gǔwǔ wǒ jìxù nǔlì,戏的成功鼓舞我继续努力。,My success encouraged me to continue.,
2760,消极,xiāojí ,"passive, inactive",5,32,1,35,,,,,,,,,,tā de gōngzuò tàidu hěn xiāojí,他的工作态度很消极。,His attitude towards work is very negative.,Yes
2761,幻想,huànxiǎng ,"fantasy, illusion",5,32,1,36,,,,,,,,,,tā bùnéng jiāng huànxiǎng yǔ xiànshí fēnkāi,他不能将幻想与现实分开。,He is unable to divorce fantasy from reality.,
2762,贡献,gòngxiàn ,"contribution; to contribute, to devote",5,32,1,37,,,,,,,,,,bùyào dīgū le jí mǔ zài yánjiū gōngzuò zhòngdì gòngxiàn,不要低估了吉姆在研究工作中的贡献。,Don' t undervalue Jim' s contribution to the research.,
2763,命运,mìngyùn ,"fate, destiny",5,32,1,38,,,,,,,,,,tā hé zìjǐ de mìng yùnzuò dòuzhēng,她和自己的命运作斗争。,She contested against her fate.,
2764,掌握,zhǎngwò ,"to take charge of, to control",5,32,1,39,,,,,,,,,,tā zhǎngwò dàliàng cíhuì,他掌握大量词汇。,He commands a large vocabulary.,
2765,黄金,huángjīn,gold,5,32,扩展,2,,,,,,,,,,huángjīn chūkǒu shì jìnzhǐ de,黄金出口是禁止的。,The export / exportation of gold is forbidden.,
2766,银,yín,silver,5,32,扩展,3,,,,,,,,,,tāmen bǎ nàxiē yín bēizi róng huàkāi le,他们把那些银杯子熔化开了。,They melted down the silver cups.,
2767,缓解,huǎnjiě ,"to alleviate, to ease up",5,33,1,1,,,,,,,,,,fú liǎng lì wán yào jiù huì huǎnjiě téngtòng,服两粒丸药就会缓解疼痛。,Two of these pills will deaden the ache.,
2768,招儿,zhāor ,"trick, move, method",5,33,1,2,,Outside HSK,,,,,,,,,,,
2769,繁荣,fánróng ,"prosperous, thriving",5,33,1,3,,,,,,,,,,jīngjìfánróng,经济繁荣,prosperous economy,
2770,体现,tǐxiàn ,"to manifest, to reflect",5,33,1,4,,,,,,,,,,zhè wúyí shì jùdà jìnbù de tǐxiàn,这无疑是巨大进步的体现。,Surely this represents great progress.,
2771,拥挤,yōngjǐ ,"crowded, congested",5,33,1,5,,,,,,,,,,wǒ yīn jiāotōngyōngjǐ ér chídào,我因交通拥挤而迟到。,I was late because of the heavy traffic.,Yes
2772,家常,jiācháng ,daily life of a family,5,33,1,6,,HSK 6,,,,,,,,,,,
2773,面积,miànjī ,"area, space",5,33,1,7,,,,,,,,,,gāi chéngshì de miànjī wéi shíwǔ píngfānggōnglǐ,该城市的面积为十五平方公里。,The city covers an area of 15 square kilometers.,
2774,宽,kuān ,"wide, broad",5,33,1,8,,,,,,,,,,tā yǒu wǔshí mǐ kuān,它有五十米宽。,It is fifty meter wide.,
2775,主观,zhǔguān ,subjective,5,33,1,9,,,,,,,,,,zhǔguān néngdòngxìng,主观能动性,suBjective activity,
2776,扩大,kuòdà ,"to enlarge, to expand, to broaden",5,33,1,10,,,,,,,,,,shū shǐ wǒ de zhīshi miàn kuòdà le,书使我的知识面扩大了。,Books helped me to enlarge the extension of the knowledge.,
2777,根治,gēnzhì ,to cure one and for all,5,33,1,11,,Outside HSK,,,,,,,,,,,
2778,不妨,bùfáng ,might as well,5,33,1,12,,HSK 6,,,,,,,,,,,
2779,展开,zhǎnkāi ,"to launch, to set off, to carry out",5,33,1,13,,,,,,,,,,sǎománg yùndòng shēngqìbóbó dì zhǎnkāi le,扫盲运动生气勃勃地展开了。,The campaign to wipe out illiteracy launched out with great vigour.,
2780,归纳,guīnà ,"to infer, to sum up",5,33,1,14,,,,,,,,,,fǎguān guīnà zhèngcí,法官归纳证词。,The judge summed up the evidence.,
2781,虚心,xūxīn ,"open-minded, modest",5,33,1,15,,,,,,,,,,tíchū zhōnggào yào jǐnshèn jiēshòu zhōnggào yào xūxīn,提出忠告要谨慎，接受忠告要虚心。,"You need to be discreet in giving advice, humble in accepting it.",
2782,咨询,zīxún ,"to consult, to seek advice",5,33,1,16,,,,,,,,,,hǎo ba ràng wǒmen xiàng lǚxíngshè zīxún yīxià,好吧，让我们向旅行社咨询一下。,"OK, let's consult the travel agency.",
2783,中旬,zhōngxún ,middle ten days of a month,5,33,1,17,,,,,,,,,,kǒngpà yào dào Shíyuè zhōngxún cái xíng,恐怕要到十月中旬才行。,I'm afraid it won't Be until the middle of October.,
2784,照常,zhàocháng ,as usual,5,33,1,18,,,,,,,,,,zhàocháng yíngyè,照常营业,business as usual,
2785,健身,jiànshēn ,"to keep fit, to work out",5,33,1,19,,,,,,,,,,nǐ méiyǒu cānjiā jiànshēn cāo,你没有参加健身操？,And you didn't exercise?,
2786,图,tú ,"to covet, to be after",5,33,1,20,,Outside HSK,,,,,,,,,,,
2787,受伤,shòushāng ,"to be hurt, to be injured",5,33,1,21,,,,,,,,,,tā zhǐshì tuǐ shòushāng le,他只是腿受伤了。,It's only her leg that's hurt.,
2788,保险,bǎoxiǎn ,insurance,5,33,1,22,,,,,,,,,,zuìhǎo cānjiā rénshòubǎoxiǎn yǐfáng yìwài,最好参加人寿保险，以防意外。,It is advisable to insure your life against accident.,
2789,赔偿,péicháng ,"to compensate, to indemnify",5,33,1,23,,,,,,,,,,tāmen huì àn bǎoxiǎndān péicháng sǔnshī de,他们会按保险单赔偿损失的。,They will compensate you for whatever losses according to the insurance policy.,
2790,政府,zhèngfǔ ,government,5,33,1,24,,,,,,,,,,zhèngfǔ jiāng yīrújìwǎng dì jìn zìjǐ de zérèn,政府将一如既往地尽自己的责任。,The government will continue to do its part.,Yes
2791,批准,pīzhǔn ,to approve,5,33,1,25,,,,,,,,,,tāmen bùhuì pīzhǔn zhège jìhuà,他们不会批准这个计划。,They will not approve this plan.,
2792,改革,gǎigé ,to reform,5,33,1,26,,,,,,,,,,gǎigé de yǐngxiǎnglì zài qǐ zuòyòng,改革的影响力在起作用。,The influence of reform is at work.,Yes
2793,取消,qǔxiāo ,"to cancel, to call off",5,33,1,27,,,,,,,,,,tā gōngkāi tíchàng lìjí qǔxiāo zhǒngzúgélí,他公开提倡立即取消种族隔离。,He publicly advocated the immediate abolition of apartheid.,Yes
2794,行人,xíngrén ,pedestrian,5,33,1,28,,,,,,,,,,xíngrén tiānqiáo,行人天桥,Pedestrian Bridge; overhead walkway,
2795,广场,guǎngchǎng ,"square, plaza",5,33,1,29,,,,,,,,,,guǎngchǎng shàng jǐ jí le yī dà qún rén,广场上挤集了一大群人。,A vast crowd impacted the square.,
2796,商务,shāngwù ,business affairs,5,33,1,30,,,,,,,,,,shāngwù Yīngyǔ,商务英语,Business English,
2797,大厦,dàshà ,"large building, mansion",5,33,1,31,,,,,,,,,,tāmen rùzhù yú nà zhuàng jiù dàshà,他们入住于那幢旧大厦。,They live in that old building.,Yes
2798,自愿,zìyuàn ,to volunteer (to do something),5,33,1,32,,,,,,,,,,tāmen zìyuàn zuò hǎoshì,她们自愿做好事。,They volunteer for good causes.,
2799,难怪,nánguài ,"to be understandable, to be reasonable",5,33,1,33,,,,,,,,,,tā huīhuòwúdù nánguài zǒng qiànzhài,他挥霍无度，难怪总欠债。,His extravagance explains why he is always in debt.,
2800,与其,yǔqí ,"(would rather…) than, rather than",5,33,1,34,,,,,,,,,,nǐ yǔqí zuòchē bùrú zuò chuán,你与其坐车，不如坐船。,It's better for you to go by boat than by train.,
2801,汽油,qìyóu ,gasoline,5,33,1,35,,,,,,,,,,qìyóu shì yì huīfā de,汽油是易挥发的。,Gasoline is volatile.,Yes
2802,明确,míngquè ,"clear and definite, explicit",5,33,1,36,,,,,,,,,,tā míngquè biǎotài shuō tā zhīchí wǒmen,他明确表态说，他支持我们。,He made it clear that he stood behind us.,
2803,期待,qīdài ,to look forward to,5,33,1,37,,,,,,可我仍期待奇迹会出现,https://youtu.be/TCHIjWQQpc0?t=87,kě wǒ réng qīdài qíjì huì chūxiàn ,But I still look forward to miracles.,tāmen zài qīdài zhe tā de láifǎng,他们在期待着她的来访。,They are looking forward to her visit.,Yes
